respondent_id,books_read_1year,print_books,audiobooks,ebooks,smartphone,ebook_reader,tablet,laptop,gender,age,education,is_frequent_reader
203015,0.0, , , , ,no,yes,yes,,34.0,Postgraduate or professional degree,0
203027,11.0,yes,yes,no, ,no,no,yes,,22.0,Postgraduate or professional degree,1
203037,12.0,yes,no,no, ,no,no,no,,66.0,Two-year associate degree,1
203040,97.0,yes,no,no, ,no,no,no,,63.0,"Some college, no degree",1
203052,1.0,yes,no,no, ,no,no,no,,60.0,"Some college, no degree",0
203062,0.0, , , , ,no,no,yes,,21.0,"Some college, no degree",0
203066,1.0,yes,no,no, ,no,no,no,,21.0,Two-year associate degree,0
203068,2.0,yes,yes,yes, ,no,no,yes,,67.0,Unknown,0
203074,30.0,yes,yes,yes, ,yes,no,yes,,45.0,Postgraduate or professional degree,1
203076,5.0,no,no,yes, ,yes,no,yes,,38.0,"Some college, no degree",1
203079,97.0,yes,no,no, ,no,no,no,,54.0,"Some college, no degree",1
203088,0.0, , , , ,no,no,yes,,65.0,Two-year associate degree,0
203089,2.0,no,no,yes, ,no,yes,yes,,29.0,Unknown,0
203090,5.0,yes,no,yes, ,yes,yes,yes,,18.0,High school graduate or GED,1
203093,4.0,yes,no,no, ,no,no,yes,,31.0,Two-year associate degree,0
203100,13.0,yes,no,no, ,no,no,yes,,,Postgraduate or professional degree,1
203105,0.0, , , , ,no,yes,yes,,54.0,Two-year associate degree,0
203107,0.0, , , , ,no,yes,yes,,53.0,Four-year college degree or bachelor's degree,0
203114,0.0, , , , ,no,no,yes,,55.0,"Some college, no degree",0
203117,15.0,yes,no,no, ,no,yes,yes,,65.0,Postgraduate or professional degree,1
203118,97.0,yes,no,no, ,no,yes,yes,,36.0,Two-year associate degree,1
203121,6.0,yes,no,no, ,no,yes,yes,,17.0,High school graduate or GED,1
203125,3.0,yes,no,yes, ,no,yes,yes,,62.0,"Some college, no degree",0
203138,50.0,yes,yes,yes, ,no,yes,yes,,42.0,Postgraduate or professional degree,1
203140,2.0,no,no,yes, ,no,no,yes,,31.0,"Some college, no degree",0
203145,0.0, , , , ,no,no,yes,,37.0,"Some college, no degree",0
203149,10.0,yes,no,yes, ,no,yes,yes,,54.0,Two-year associate degree,1
203150,0.0, , , , ,no,no,yes,,37.0,Unknown,0
203153,30.0,yes,no,no, ,no,yes,yes,,26.0,Unknown,1
203162,6.0,yes,no,no, ,yes,no,no,,64.0,"Some college, no degree",1
203167,4.0,yes,yes,yes, ,yes,no,yes,,74.0,Postgraduate or professional degree,0
203171,1.0,yes,no,no, ,no,no,no,,17.0,High school graduate or GED,0
203177,3.0,yes,no,no, ,yes,yes,yes,,21.0,Two-year associate degree,0
203178,17.0,yes,no,yes, ,no,no,yes,,27.0,"Some college, no degree",1
203179,3.0,yes,no,no, ,no,no,no,,63.0,Unknown,0
203196,1.0,no,no,no, ,,,no,,54.0,"Some college, no degree",0
203198,97.0,yes,no,no, ,no,no,yes,,39.0,Unknown,1
203200,12.0,yes,yes,yes, ,no,yes,yes,,32.0,Unknown,1
203214,15.0,yes,no,no, ,no,no,yes,,43.0,Unknown,1
203218,0.0, , , , ,no,no,no,,45.0,High school graduate or GED,0
203220,3.0,no,no,yes, ,no,yes,yes,,22.0,Postgraduate or professional degree,0
203223,30.0,yes,no,no, ,no,no,yes,,27.0,Postgraduate or professional degree,1
203228,3.0,yes,no,no, ,no,no,yes,,34.0,Postgraduate or professional degree,0
203237,1.0,yes,no,no, ,no,no,yes,,16.0,Less than high school,0
203243,6.0,yes,no,yes, ,no,yes,yes,,45.0,Postgraduate or professional degree,1
203246,75.0,yes,no,yes, ,yes,yes,yes,,24.0,Four-year college degree or bachelor's degree,1
203253,0.0, , , , ,no,no,yes,,59.0,Four-year college degree or bachelor's degree,0
203255,0.0, , , , ,no,no,no,,75.0,"Some college, no degree",0
203258,3.0,yes,no,no, ,no,yes,yes,,54.0,Two-year associate degree,0
203260,97.0,yes,yes,yes, ,no,yes,yes,,25.0,"Some college, no degree",1
203273,0.0, , , , ,no,yes,yes,,36.0,"Some college, no degree",0
203276,20.0,yes,no,yes, ,yes,no,yes,,23.0,Postgraduate or professional degree,1
203278,1.0,yes,no,no, ,no,yes,yes,,18.0,"Some college, no degree",0
203279,0.0, , , , ,no,no,yes,,26.0,Postgraduate or professional degree,0
203281,60.0,yes,no,no, ,yes,no,yes,,63.0,Unknown,1
203287,5.0,no,yes,no, ,no,yes,yes,,19.0,"Some college, no degree",1
203289,50.0,yes,no,yes, ,no,yes,yes,,22.0,Postgraduate or professional degree,1
203291,2.0,yes,no,no, ,yes,yes,yes,,32.0,Four-year college degree or bachelor's degree,0
203293,0.0, , , , ,no,no,no,,66.0,"Some college, no degree",0
203298,0.0, , , , ,no,yes,yes,,50.0,Postgraduate or professional degree,0
203299,7.0,yes,no,no, ,no,yes,no,,63.0,"Some college, no degree",1
203308,15.0,yes,no,no, ,no,no,yes,,24.0,Postgraduate or professional degree,1
203311,7.0,yes,no,no, ,no,yes,yes,,66.0,Postgraduate or professional degree,1
203319,0.0, , , , ,no,yes,yes,,35.0,Two-year associate degree,0
203329,5.0,yes,no,no, ,no,no,yes,,46.0,Four-year college degree or bachelor's degree,1
203332,50.0,yes,yes,yes, ,yes,yes,yes,,24.0,Postgraduate or professional degree,1
203348,1.0,yes,no,no, ,no,no,no,,42.0,"Some college, no degree",0
203349,0.0, , , , ,no,no,yes,,25.0,"Some college, no degree",0
203355,1.0,yes,no,no, ,no,no,yes,,72.0,"Some college, no degree",0
203357,, , , , ,yes,yes,yes,,46.0,Postgraduate or professional degree,0
203360,4.0,no,yes,yes, ,no,no,yes,,51.0,"Some college, no degree",0
203362,0.0, , , , ,no,no,no,,49.0,Less than high school,0
203368,60.0,yes,yes,yes, ,no,yes,yes,,73.0,Four-year college degree or bachelor's degree,1
203371,0.0, , , , ,yes,yes,no,,74.0,Two-year associate degree,0
203372,1.0,no,no,yes, ,no,yes,yes,,25.0,Unknown,0
203382,2.0,yes,no,no, ,yes,yes,yes,,61.0,"Some college, no degree",0
203389,6.0,yes,no,no, ,no,yes,yes,,62.0,Four-year college degree or bachelor's degree,1
203391,10.0,yes,no,yes, ,no,no,yes,,27.0,Postgraduate or professional degree,1
203399,5.0,yes,no,no, ,no,yes,yes,,71.0,Four-year college degree or bachelor's degree,1
203404,3.0,yes,no,no, ,no,yes,no,,44.0,High school graduate or GED,0
203407,5.0,no,yes,no, ,no,yes,yes,,16.0,High school graduate or GED,1
203409,20.0,yes,no,yes, ,yes,yes,yes,,37.0,Postgraduate or professional degree,1
203414,0.0, , , , ,no,yes,yes,,49.0,"Some college, no degree",0
203427,0.0, , , , ,no,yes,yes,,45.0,Unknown,0
203429,25.0,no,no,yes, ,no,yes,no,,76.0,Postgraduate or professional degree,1
203430,, , , , ,no,yes,no,,59.0,Postgraduate or professional degree,0
203449,1.0,yes,no,no, ,no,yes,yes,,23.0,"Some college, no degree",0
203455,15.0,yes,yes,yes, ,yes,yes,yes,,49.0,Unknown,1
203457,5.0,yes,no,no, ,no,no,yes,,17.0,High school graduate or GED,1
203462,3.0,yes,yes,no, ,no,no,no,,69.0,Less than high school,0
203466,10.0,yes,no,no, ,yes,no,yes,,19.0,Two-year associate degree,1
203476,97.0,no,no,yes, ,yes,yes,yes,,37.0,Postgraduate or professional degree,1
203478,6.0,yes,no,yes, ,no,yes,yes,,31.0,Postgraduate or professional degree,1
203486,20.0,yes,no,no, ,no,no,no,,52.0,Postgraduate or professional degree,1
203491,12.0,yes,yes,yes, ,no,yes,yes,,42.0,"Some college, no degree",1
203492,12.0,yes,no,yes, ,no,yes,yes,,52.0,Unknown,1
203493,0.0, , , , ,no,yes,no,,34.0,"Some college, no degree",0
203496,5.0,yes,no,yes, ,yes,no,yes,,55.0,Two-year associate degree,1
203498,, , , , ,no,yes,yes,,67.0,Postgraduate or professional degree,0
203499,10.0,yes,yes,no, ,no,yes,yes,,27.0,Postgraduate or professional degree,1
203500,2.0,yes,no,no, ,no,no,yes,,40.0,Unknown,0
203513,3.0,yes,no,yes, ,yes,yes,yes,,50.0,Four-year college degree or bachelor's degree,0
203517,0.0, , , , ,no,no,yes,,79.0,"Some college, no degree",0
203519,30.0,yes,no,yes, ,yes,no,yes,,57.0,Postgraduate or professional degree,1
203532,0.0, , , , ,yes,yes,yes,,66.0,"Some college, no degree",0
203534,4.0,yes,no,no, ,no,no,yes,,59.0,Unknown,0
203535,5.0,,no,no, ,no,yes,yes,,54.0,"Some college, no degree",1
203552,30.0,yes,no,yes, ,no,yes,yes,,22.0,Four-year college degree or bachelor's degree,1
203554,0.0, , , , ,no,no,no,,23.0,Less than high school,0
203556,30.0,yes,yes,yes, ,no,yes,yes,,31.0,Unknown,1
203560,97.0,yes,yes,yes, ,yes,yes,yes,,68.0,Unknown,1
203565,5.0,yes,no,yes, ,no,yes,yes,,60.0,Unknown,1
203567,10.0,yes,no,no, ,no,no,yes,,,,1
203568,1.0,no,no,yes, ,no,yes,yes,,26.0,Postgraduate or professional degree,0
203572,0.0, , , , ,no,no,yes,,70.0,Postgraduate or professional degree,0
203573,2.0,yes,no,no, ,no,yes,yes,,20.0,Two-year associate degree,0
203574,0.0, , , , ,no,no,yes,,73.0,Two-year associate degree,0
203580,40.0,yes,yes,no, ,no,no,yes,,70.0,Two-year associate degree,1
203590,3.0,yes,no,no, ,no,no,yes,,65.0,Postgraduate or professional degree,0
203591,0.0, , , , ,no,no,yes,,38.0,"Some college, no degree",0
203596,3.0,yes,no,no, ,no,yes,no,,51.0,"Some college, no degree",0
203605,5.0,no,no,yes, ,no,yes,yes,,32.0,"Some college, no degree",1
203607,3.0,yes,no,no, ,no,no,yes,,26.0,Two-year associate degree,0
203608,0.0, , , , ,no,yes,yes,,32.0,Postgraduate or professional degree,0
203618,0.0, , , , ,no,no,yes,,67.0,Two-year associate degree,0
203621,40.0,yes,yes,yes, ,yes,no,yes,,48.0,Unknown,1
203622,6.0,yes,no,yes, ,no,yes,yes,,31.0,Four-year college degree or bachelor's degree,1
203627,, , , , ,no,no,no,,44.0,High school graduate or GED,0
203629,12.0,yes,no,yes, ,yes,yes,yes,,59.0,Four-year college degree or bachelor's degree,1
203635,97.0,yes,no,no, ,no,no,yes,,54.0,Two-year associate degree,1
203637,3.0,yes,no,no, ,no,yes,yes,,30.0,Postgraduate or professional degree,0
203639,0.0, , , , ,yes,yes,yes,,20.0,Two-year associate degree,0
203641,15.0,yes,no,no, ,yes,no,yes,,66.0,Unknown,1
203642,12.0,yes,no,no, ,no,yes,yes,,16.0,Less than high school,1
203645,5.0,no,no,yes, ,no,yes,yes,,42.0,Postgraduate or professional degree,1
203659,0.0, , , , ,no,no,yes,,58.0,"Some college, no degree",0
203662,38.0,yes,yes,yes, ,no,yes,yes,,45.0,Postgraduate or professional degree,1
203667,5.0,yes,yes,yes, ,yes,yes,yes,,31.0,Postgraduate or professional degree,1
203671,2.0,yes,yes,no, ,no,yes,yes,,50.0,Postgraduate or professional degree,0
203672,50.0,yes,no,yes, ,yes,yes,yes,,32.0,Unknown,1
203674,0.0, , , , ,no,no,no,,51.0,High school graduate or GED,0
203680,2.0,yes,no,no, ,yes,yes,yes,,62.0,Postgraduate or professional degree,0
203682,4.0,yes,no,no, ,no,no,yes,,21.0,Two-year associate degree,0
203692,10.0,yes,yes,yes, ,no,no,yes,,28.0,Less than high school,1
203693,2.0,yes,no,yes, ,no,no,no,,19.0,High school graduate or GED,0
203697,1.0,yes,no,no, ,no,yes,yes,,60.0,"Some college, no degree",0
203709,0.0, , , , ,no,yes,yes,,23.0,Postgraduate or professional degree,0
203717,0.0, , , , ,no,no,yes,,54.0,High school graduate or GED,0
203720,75.0,yes,yes,yes, ,yes,yes,yes,,52.0,Unknown,1
203724,5.0,yes,no,no, ,no,no,yes,,83.0,Unknown,1
203727,10.0,yes,yes,yes, ,yes,yes,yes,,47.0,Postgraduate or professional degree,1
203741,0.0, , , , ,yes,yes,yes,,66.0,"Some college, no degree",0
203745,5.0,yes,no,no, ,no,yes,yes,,48.0,Postgraduate or professional degree,1
203753,0.0, , , , ,no,no,yes,,18.0,"Some college, no degree",0
203756,3.0,yes,no,no, ,yes,yes,yes,,28.0,Postgraduate or professional degree,0
203760,4.0,no,no,yes, ,no,yes,yes,,17.0,High school graduate or GED,0
203761,30.0,yes,no,no, ,no,no,yes,,29.0,Four-year college degree or bachelor's degree,1
203764,4.0,yes,no,yes, ,no,yes,yes,,46.0,Unknown,0
203768,0.0, , , , ,no,no,no,,30.0,High school graduate or GED,0
203771,97.0,yes,no,yes, ,yes,yes,yes,,50.0,Postgraduate or professional degree,1
203777,0.0, , , , ,no,no,yes,,56.0,"Some college, no degree",0
203778,24.0,yes,yes,yes, ,yes,yes,yes,,32.0,Postgraduate or professional degree,1
203782,3.0,yes,no,no, ,no,no,no,,66.0,Less than high school,0
203786,0.0, , , , ,no,no,yes,,52.0,High school graduate or GED,0
203787,5.0,yes,no,no, ,no,yes,yes,,62.0,Unknown,1
203800,6.0,yes,no,no, ,no,no,yes,,83.0,Unknown,1
203802,2.0,yes,no,yes, ,no,yes,yes,,33.0,Unknown,0
203804,50.0,yes,yes,yes, ,yes,yes,yes,,68.0,Unknown,1
203805,6.0,yes,no,no, ,yes,yes,yes,,39.0,Postgraduate or professional degree,1
203807,3.0,yes,no,no, ,no,no,yes,,26.0,Postgraduate or professional degree,0
203814,3.0,no,yes,no, ,no,yes,yes,,37.0,Postgraduate or professional degree,0
203817,30.0,yes,no,yes, ,yes,yes,yes,,70.0,Unknown,1
203818,2.0,yes,no,no, ,no,yes,yes,,38.0,Postgraduate or professional degree,0
203823,5.0,yes,no,no, ,no,yes,yes,,45.0,Postgraduate or professional degree,1
203825,2.0,yes,no,yes, ,no,no,yes,,24.0,"Some college, no degree",0
203832,2.0,no,no,yes, ,no,no,yes,,21.0,Two-year associate degree,0
203834,1.0,yes,yes,yes, ,no,no,yes,,72.0,Postgraduate or professional degree,0
203852,0.0, , , , ,no,no,no,,47.0,Two-year associate degree,0
203853,30.0,yes,no,yes, ,no,yes,yes,,34.0,Unknown,1
203858,0.0, , , , ,no,yes,yes,,31.0,Unknown,0
203862,0.0, , , , ,no,no,yes,,34.0,Postgraduate or professional degree,0
203872,0.0, , , , ,no,yes,yes,,54.0,Postgraduate or professional degree,0
203876,24.0,yes,yes,no, ,no,no,yes,,58.0,Four-year college degree or bachelor's degree,1
203877,0.0, , , , ,no,no,no,,58.0,High school graduate or GED,0
203879,3.0,yes,no,yes, ,yes,yes,yes,,26.0,Two-year associate degree,0
203882,2.0,yes,no,no, ,no,yes,yes,,46.0,"Some college, no degree",0
203886,5.0,yes,no,no, ,no,no,yes,,72.0,Two-year associate degree,1
203895,40.0,yes,no,yes, ,no,yes,yes,,30.0,Unknown,1
203898,20.0,yes,yes,yes, ,no,no,yes,,17.0,High school graduate or GED,1
203899,97.0,yes,no,no, ,no,no,no,,33.0,"Some college, no degree",1
203903,3.0,yes,no,no, ,no,yes,yes,,27.0,Unknown,0
203917,8.0,no,no,yes, ,yes,no,yes,,58.0,Two-year associate degree,1
203918,0.0, , , , ,no,no,yes,,63.0,Postgraduate or professional degree,0
203919,0.0, , , , ,no,no,no,,77.0,"Some college, no degree",0
203921,0.0, , , , ,no,no,no,,60.0,High school graduate or GED,0
203929,16.0,yes,no,yes, ,no,no,yes,,22.0,Four-year college degree or bachelor's degree,1
203935,12.0,yes,no,no, ,no,no,yes,,70.0,Unknown,1
203936,6.0,yes,no,yes, ,yes,yes,yes,,64.0,Two-year associate degree,1
203940,, , , , ,yes,yes,yes,,36.0,Postgraduate or professional degree,0
203943,0.0, , , , ,no,yes,yes,,81.0,Two-year associate degree,0
203952,6.0,yes,no,no, ,no,no,yes,,71.0,Four-year college degree or bachelor's degree,1
203956,0.0, , , , ,no,no,no,,58.0,Two-year associate degree,0
203960,15.0,yes,yes,yes, ,yes,yes,yes,,35.0,"Some college, no degree",1
203963,30.0,yes,no,yes, ,no,yes,yes,,50.0,Unknown,1
203968,0.0, , , , ,no,no,no,,73.0,Less than high school,0
203975,20.0,yes,no,yes, ,no,yes,yes,,22.0,Postgraduate or professional degree,1
203976,6.0,yes,no,yes, ,no,yes,yes,,36.0,Postgraduate or professional degree,1
203979,5.0,yes,no,no, ,no,no,yes,,70.0,Postgraduate or professional degree,1
203987,0.0, , , , ,no,yes,yes,,68.0,Postgraduate or professional degree,0
203988,10.0,yes,no,no, ,no,yes,no,,17.0,"Some college, no degree",1
203996,3.0,yes,no,yes, ,yes,no,yes,,39.0,Four-year college degree or bachelor's degree,0
204003,0.0, , , , ,no,no,yes,,47.0,"Some college, no degree",0
204007,6.0,yes,yes,yes, ,yes,no,yes,,42.0,Less than high school,1
204015,15.0,yes,no,no, ,no,yes,yes,,54.0,Unknown,1
204020,0.0, , , , ,no,no,yes,,56.0,Two-year associate degree,0
204021,3.0,yes,no,no, ,no,yes,yes,,50.0,Postgraduate or professional degree,0
204023,24.0,yes,yes,yes, ,no,yes,yes,,27.0,Two-year associate degree,1
204026,30.0,yes,yes,yes, ,yes,yes,yes,,55.0,Postgraduate or professional degree,1
204038,0.0, , , , ,no,no,yes,,57.0,Unknown,0
204042,0.0, , , , ,no,no,no,,51.0,"Some college, no degree",0
204050,0.0, , , , ,no,no,yes,,36.0,"Some college, no degree",0
204059,0.0, , , , ,no,yes,yes,,61.0,"Some college, no degree",0
204065,30.0,yes,no,yes, ,yes,no,yes,,19.0,"Some college, no degree",1
204066,10.0,yes,no,yes, ,no,no,no,,31.0,Four-year college degree or bachelor's degree,1
204070,70.0,yes,no,no, ,no,yes,yes,,57.0,Postgraduate or professional degree,1
204072,20.0,yes,no,no, ,no,yes,yes,,39.0,Postgraduate or professional degree,1
204074,8.0,yes,no,no, ,no,yes,yes,,55.0,Two-year associate degree,1
204075,2.0,yes,yes,no, ,no,yes,yes,,59.0,Postgraduate or professional degree,0
204077,0.0, , , , ,no,yes,yes,,67.0,Postgraduate or professional degree,0
204079,2.0,yes,no,no, ,no,yes,yes,,30.0,Postgraduate or professional degree,0
204083,2.0,yes,no,no, ,no,no,yes,,22.0,Two-year associate degree,0
204084,6.0,no,yes,yes, ,no,no,yes,,,Postgraduate or professional degree,1
204091,, , , , ,yes,yes,yes,,48.0,High school graduate or GED,0
204092,1.0,yes,no,no, ,no,no,yes,,59.0,Unknown,0
204103,25.0,yes,yes,yes, ,no,no,yes,,29.0,"Some college, no degree",1
204106,3.0,yes,no,no, ,no,no,no,,16.0,High school graduate or GED,0
204125,0.0, , , , ,no,no,yes,,47.0,Two-year associate degree,0
204131,0.0, , , , ,no,yes,yes,,70.0,Unknown,0
204132,7.0,yes,yes,no, ,yes,yes,yes,,27.0,Unknown,1
204136,0.0, , , , ,no,no,yes,,25.0,Unknown,0
204142,2.0,yes,no,no, ,yes,yes,yes,,53.0,Postgraduate or professional degree,0
204151,3.0,yes,no,no, ,no,no,no,,55.0,"Some college, no degree",0
204159,30.0,yes,no,no, ,no,yes,yes,,50.0,Four-year college degree or bachelor's degree,1
204161,1.0,yes,no,no, ,no,no,yes,,55.0,Postgraduate or professional degree,0
204166,6.0,yes,no,no, ,no,no,yes,,70.0,"Some college, no degree",1
204170,97.0,yes,no,yes, ,yes,no,yes,,57.0,Two-year associate degree,1
204171,0.0, , , , ,no,no,yes,,42.0,Less than high school,0
204187,96.0,yes,yes,yes, ,no,yes,yes,,39.0,Unknown,1
204193,0.0, , , , ,no,yes,yes,,22.0,Two-year associate degree,0
204194,5.0,yes,no,no, ,no,no,yes,,16.0,High school graduate or GED,1
204204,97.0,yes,yes,no, ,no,no,yes,,25.0,Four-year college degree or bachelor's degree,1
204205,2.0,yes,no,no, ,yes,no,yes,,38.0,Four-year college degree or bachelor's degree,0
204207,4.0,yes,yes,yes, ,no,no,yes,,23.0,"Some college, no degree",0
204215,3.0,yes,no,no, ,no,yes,yes,,24.0,Two-year associate degree,0
204219,1.0,no,yes,no, ,no,yes,yes,,35.0,"Some college, no degree",0
204220,2.0,yes,no,no, ,no,no,no,,22.0,Two-year associate degree,0
204224,97.0,yes,no,yes, ,no,yes,yes,,48.0,Postgraduate or professional degree,1
204229,96.0,yes,no,yes, ,no,yes,yes,,71.0,Unknown,1
204230,35.0,yes,no,no, ,no,no,no,,78.0,"Some college, no degree",1
204231,0.0, , , , ,no,yes,yes,,20.0,"Some college, no degree",0
204233,1.0,no,no,yes, ,no,yes,yes,,69.0,Unknown,0
204235,1.0,yes,no,no, ,no,no,no,,47.0,"Some college, no degree",0
204237,0.0, , , , ,no,no,no,,80.0,"Some college, no degree",0
204239,12.0,yes,no,no, ,no,no,no,,77.0,Two-year associate degree,1
204242,0.0, , , , ,no,no,yes,,61.0,Postgraduate or professional degree,0
204249,10.0,yes,no,yes, ,yes,yes,yes,,61.0,Postgraduate or professional degree,1
204250,15.0,yes,yes,yes, ,yes,no,yes,,70.0,Unknown,1
204258,10.0,yes,no,no, ,no,yes,yes,,67.0,Postgraduate or professional degree,1
204263,9.0,no,no,yes, ,no,no,yes,,26.0,Unknown,1
204267,30.0,yes,no,no, ,no,no,yes,,68.0,Unknown,1
204274,5.0,yes,no,no, ,no,yes,yes,,43.0,Unknown,1
204287,20.0,yes,yes,yes, ,no,yes,yes,,50.0,Postgraduate or professional degree,1
204304,14.0,yes,no,no, ,no,no,no,,70.0,"Some college, no degree",1
204307,6.0,yes,no,yes, ,yes,yes,yes,,63.0,Unknown,1
204308,15.0,yes,no,yes, ,no,yes,yes,,20.0,Two-year associate degree,1
204309,5.0,no,yes,yes, ,no,yes,yes,,45.0,"Some college, no degree",1
204310,4.0,yes,no,yes, ,no,no,yes,,17.0,High school graduate or GED,0
204315,7.0,yes,no,no, ,no,yes,yes,,18.0,"Some college, no degree",1
204322,5.0,yes,no,yes, ,no,no,no,,26.0,"Some college, no degree",1
204334,0.0, , , , ,no,no,no,,44.0,High school graduate or GED,0
204338,6.0,no,yes,no, ,no,no,no,,68.0,High school graduate or GED,1
204352,2.0,yes,no,no, ,no,no,yes,,27.0,"Some college, no degree",0
204355,60.0,yes,no,no, ,no,yes,yes,,45.0,Unknown,1
204363,5.0,yes,no,yes, ,yes,yes,yes,,66.0,Unknown,1
204365,0.0, , , , ,no,no,yes,,42.0,Unknown,0
204374,20.0,yes,yes,yes, ,no,yes,yes,,22.0,Postgraduate or professional degree,1
204378,0.0, , , , ,no,no,yes,,65.0,Four-year college degree or bachelor's degree,0
204384,50.0,no,no,no, ,no,no,no,,76.0,Two-year associate degree,1
204387,1.0,yes,no,no, ,no,yes,yes,,67.0,Two-year associate degree,0
204398,16.0,yes,no,yes, ,yes,no,yes,,20.0,"Some college, no degree",1
204408,25.0,yes,no,yes, ,yes,yes,yes,,70.0,Postgraduate or professional degree,1
204409,25.0,yes,yes,yes, ,yes,yes,yes,,65.0,Unknown,1
204410,1.0,yes,no,no, ,yes,yes,yes,,38.0,Postgraduate or professional degree,0
204412,6.0,yes,no,no, ,no,no,yes,,93.0,"Some college, no degree",1
204417,5.0,yes,no,no, ,no,no,yes,,43.0,Postgraduate or professional degree,1
204441,0.0, , , , ,no,no,yes,,34.0,Four-year college degree or bachelor's degree,0
204442,5.0,yes,yes,no, ,no,yes,yes,,16.0,"Some college, no degree",1
204446,0.0, , , , ,no,yes,yes,,50.0,Two-year associate degree,0
204450,0.0, , , , ,yes,yes,yes,,36.0,Two-year associate degree,0
204454,0.0, , , , ,no,yes,yes,,55.0,Four-year college degree or bachelor's degree,0
204460,1.0,yes,no,no, ,no,yes,yes,,33.0,Postgraduate or professional degree,0
204465,10.0,yes,no,no, ,no,no,yes,,65.0,Unknown,1
204466,17.0,yes,yes,yes, ,no,no,no,,25.0,Four-year college degree or bachelor's degree,1
204467,0.0, , , , ,no,no,no,,23.0,Unknown,0
204470,97.0,yes,no,yes, ,no,yes,yes,,29.0,Postgraduate or professional degree,1
204477,20.0,yes,yes,no, ,no,yes,yes,,60.0,Postgraduate or professional degree,1
204484,0.0, , , , ,no,yes,yes,,50.0,,0
204497,15.0,yes,no,no, ,no,no,yes,,71.0,Postgraduate or professional degree,1
204511,1.0,yes,yes,no, ,no,no,yes,,22.0,Two-year associate degree,0
204516,20.0,yes,no,yes, ,yes,yes,yes,,65.0,Unknown,1
204517,30.0,yes,no,no, ,no,no,no,,55.0,"Some college, no degree",1
204521,1.0,yes,no,no, ,no,no,no,,60.0,Four-year college degree or bachelor's degree,0
204522,3.0,yes,no,no, ,no,yes,yes,,22.0,Postgraduate or professional degree,0
204524,25.0,yes,no,yes, ,no,no,yes,,23.0,Postgraduate or professional degree,1
204548,3.0,yes,no,no, ,no,no,yes,,67.0,Two-year associate degree,0
204569,0.0, , , , ,no,no,yes,,62.0,"Some college, no degree",0
204571,0.0, , , , ,no,no,yes,,,Postgraduate or professional degree,0
204572,0.0, , , , ,no,no,no,,45.0,"Some college, no degree",0
204575,12.0,yes,yes,yes, ,yes,no,yes,,59.0,"Some college, no degree",1
204576,15.0,yes,no,yes, ,yes,yes,yes,,64.0,Unknown,1
204584,, , , , ,no,no,yes,,82.0,Two-year associate degree,0
204586,2.0,yes,no,no, ,no,yes,yes,,45.0,Two-year associate degree,0
204587,0.0, , , , ,no,no,no,,27.0,Postgraduate or professional degree,0
204591,24.0,yes,yes,yes, ,yes,no,yes,,47.0,Four-year college degree or bachelor's degree,1
204600,1.0,yes,no,no, ,no,no,yes,,62.0,"Some college, no degree",0
204616,20.0,yes,yes,no, ,no,no,yes,,55.0,Two-year associate degree,1
204626,0.0, , , , ,no,no,no,,58.0,"Some college, no degree",0
204628,4.0,yes,no,yes, ,no,yes,yes,,21.0,Postgraduate or professional degree,0
204632,0.0, , , , ,no,yes,yes,,,Four-year college degree or bachelor's degree,0
204646,5.0,yes,no,no, ,no,no,no,,31.0,Unknown,1
204647,0.0, , , , ,no,yes,yes,,50.0,Four-year college degree or bachelor's degree,0
204649,1.0,yes,no,no, ,no,yes,yes,,68.0,"Some college, no degree",0
204653,6.0,yes,no,no, ,no,yes,yes,,20.0,Less than high school,1
204667,3.0,no,yes,yes, ,,yes,yes,,52.0,"Some college, no degree",0
204668,0.0, , , , ,no,yes,yes,,34.0,Postgraduate or professional degree,0
204671,0.0, , , , ,no,yes,yes,,39.0,Less than high school,0
204677,3.0,yes,no,no, ,yes,yes,yes,,47.0,Two-year associate degree,0
204688,0.0, , , , ,no,yes,yes,,32.0,"Some college, no degree",0
204690,36.0,yes,no,yes, ,no,no,yes,,39.0,Unknown,1
204697,6.0,yes,yes,yes, ,no,yes,yes,,48.0,Four-year college degree or bachelor's degree,1
204705,10.0,yes,yes,no, ,no,yes,yes,,39.0,Postgraduate or professional degree,1
204712,25.0,yes,no,no, ,no,no,yes,,51.0,Two-year associate degree,1
204713,0.0, , , , ,yes,yes,yes,,38.0,"Some college, no degree",0
204721,2.0,yes,no,yes, ,no,no,no,,29.0,"Some college, no degree",0
204724,0.0, , , , ,no,yes,yes,,55.0,Unknown,0
204733,0.0, , , , ,no,yes,yes,,,"Some college, no degree",0
204734,97.0,yes,no,yes, ,yes,yes,yes,,40.0,Unknown,1
204737,12.0,yes,no,no, ,no,yes,yes,,25.0,"Some college, no degree",1
204748,4.0,yes,no,no, ,no,yes,no,,44.0,"Some college, no degree",0
204758,16.0,yes,no,yes, ,yes,yes,yes,,47.0,Unknown,1
204773,0.0, , , , ,yes,yes,yes,,79.0,High school graduate or GED,0
204777,6.0,yes,no,no, ,no,no,yes,,20.0,Two-year associate degree,1
204786,0.0, , , , ,no,yes,yes,,25.0,"Some college, no degree",0
204794,20.0,yes,yes,no, ,yes,yes,yes,,56.0,Postgraduate or professional degree,1
204806,30.0,yes,no,yes, ,yes,yes,yes,,84.0,"Some college, no degree",1
